SDSS_NAME,RA,DEC,REDSHIFT,g_SDSS,gerr_SDSS,r_SDSS,rerr_SDSS,i_SDSS,ierr_SDSS,LOGBH,LOGEDD_RATIO,LOGLBOL,ra,dec,g_HSC,gerr_HSC,r_HSC,rerr_HSC,i_HSC,ierr_HSC,hsc_id
b'233830.25+002501.7',354.626067,0.417162,0.4637,20.365,0.033,20.097,0.028,19.673,0.028,9.550091728043242,-2.35974848480636,45.290713788354445,354.6260722944657,0.4171704339413469,21.4524422,0.00259299716,20.9618359,0.0016177583,20.4700966,0.00153976609,42696381558715723
b'234645.61+003900.7',356.690053,0.6502,0.5528,20.17,0.024,19.955,0.022,19.681,0.025,9.532430509796175,-2.3258621718532666,45.306938883060475,356.690039562014,0.6502057417713566,20.0407429,0.00123965065,19.8898792,0.00138124719,19.7621307,0.000965512707,42705869141477779
b'000952.42+010717.7',2.468438,1.12159,1.0231,20.899,0.038,20.528,0.034,20.638,0.054,8.348682330213446,-1.0135575374966308,45.435495337834375,2.4684313428020257,1.1215858440419944,21.2270088,0.00310507533,20.900177,0.00181269401,21.1234665,0.00227395119,41654886349170755
b'012228.72-001332.0',20.619708,-0.225578,1.2427,20.24,0.029,19.999,0.033,19.97,0.039,7.656601936314342,0.016025857217066175,45.77299833864897,20.619718345094448,-0.2255779583884755,20.2591782,0.00114663981,20.0359688,0.00106690999,20.0448189,0.00301542133,40638667022140938
b'012420.20-004100.4',21.084181,-0.683457,0.7352,20.191,0.028,19.887,0.025,19.692,0.029,9.026965648834809,-1.7111545780775828,45.41618161587479,21.084178515807707,-0.6834739187920997,20.4443169,0.00180574716,20.1952,0.00159816258,19.6597099,0.00194215646,40638241820401394
b'085457.96+024908.5',133.741517,2.819042,1.5118,19.834,0.027,19.521,0.018,19.277,0.021,8.947028631836973,-0.7801399451845015,46.26725923177003,133.74150286082318,2.819031659211239,20.1524849,0.00117971771,19.619648,0.00122086448,19.6019974,0.00126566016,43110369161403850
b'085651.19+000701.5',134.213305,0.117104,1.8226,19.373,0.016,19.315,0.016,18.975,0.016,8.434320209883268,0.06635796306500907,46.60104871806584,134.21330202519636,0.1170960965961731,19.2456665,0.000649516471,19.220583,0.000733130029,18.9658356,0.000586055394,42046291013816968
b'091708.80+021739.9',139.286704,2.294428,1.1038,20.389,0.029,20.206,0.029,20.133,0.042,8.22280692727249,-0.735390840297292,45.587786632092765,139.286698108229,2.294416344682393,20.4267998,0.00133824395,20.1692734,0.00158605888,20.3679638,0.00126038271,43128223340459348
b'093423.78-003015.3',143.599121,-0.504258,1.94,19.292,0.019,19.149,0.022,18.911,0.018,9.479757907985787,-0.8538972080849092,46.72623124501844,143.59914312736964,-0.5042557771803365,19.0866432,0.000618299935,19.1090317,0.000706253399,18.8683167,0.000451660977,41003696292661078
b'093837.25+000439.5',144.655223,0.07764,1.4921,19.614,0.018,19.205,0.016,18.955,0.018,9.567557557020308,-1.284765108108708,46.38316299402916,144.65522571979437,0.077647686460401,18.9922504,0.000673431496,18.6829243,0.000595794467,18.4414101,0.000377549382,42077073044440992
b'095401.68+010201.3',148.507018,1.033713,1.9476,20.288,0.045,20.143,0.03,19.938,0.041,8.65226786500583,-0.3930662043181101,46.359572205805286,148.50702046977685,1.0337325003970952,20.5149841,0.00178029609,20.3918819,0.0015739752,20.2036552,0.000988358981,42085207712484818
b'100506.55-011307.3',151.277304,-1.218718,1.4631,18.764,0.025,18.617,0.016,18.494,0.015,9.429677180205376,-0.9140181787355672,46.61602954658737,151.27730607522497,-1.2187122303200295,19.1083488,0.000747034675,18.7854691,0.000508776342,18.7954903,0.00050706818,41025394467437358
b'114400.48+000918.1',176.002016,0.15504,1.4582,18.611,0.017,18.446,0.012,18.296,0.015,8.96658701234932,-0.42749674119119163,46.639460816275694,176.00200824556103,0.1550537306515426,19.0790195,0.000681133242,18.8342628,0.000680361351,18.7333794,0.000405290222,42169298877183386
b'141214.50-004732.7',213.060434,-0.792428,3.7625,21.247,0.055,19.959,0.025,19.797,0.029,9.882785312449291,-1.1239025640584757,46.85925329350838,213.06043396713312,-0.7924352025670578,21.1353588,0.0019728248,20.0145702,0.00107131153,19.9124203,0.000804041338,41210400183709117
b'142053.11+001450.1',215.221308,0.247255,1.4974,18.984,0.022,18.809,0.013,18.601,0.015,8.930594597999272,-0.7390566737941029,46.291908469322735,215.22131543363224,0.2472570845872978,19.3784962,0.00068386388,19.0059319,0.000609317387,18.7582836,0.000514735759,42283098330671901
b'144057.61+012014.8',220.240046,1.337455,0.7322,20.155,0.03,19.88,0.028,19.692,0.028,8.608953951759169,-1.6601899820561883,45.049134514820544,220.24005875393317,1.3374614128606828,20.612751,0.00184150203,20.2202797,0.00237396802,20.0988235,0.000977181364,42301403481275001
b'144710.75+002212.5',221.794793,0.370166,1.128,19.123,0.018,18.792,0.014,18.642,0.017,8.6236046614085,-0.41188279757273705,46.312092408953326,221.79481010330383,0.3701600795764724,19.2173424,0.000618978345,18.898098,0.000539527624,18.8000622,0.000417437666,42305642613995484
b'145923.88+012312.1',224.849541,1.386718,1.1704,19.364,0.018,19.101,0.018,19.052,0.02,8.83048249383611,-0.8176825200267004,46.11317051892697,224.84955746753317,1.3867345061504812,19.5011044,0.00088278146,19.2815838,0.00119935407,19.21805,0.000793220941,42314460181855656
b'220408.69+005449.3',331.036222,0.913695,2.111,19.835,0.019,19.75,0.021,19.604,0.027,9.342523923306324,-0.8189492455358547,46.62394522288803,331.0362338916267,0.9137141976503356,19.7413445,0.0010949265,19.6353226,0.00105065922,19.5741215,0.000858070794,42625888260480092
b'221100.12-003450.4',332.750507,-0.580681,2.0706,20.181,0.026,19.99,0.027,19.777,0.024,9.42046280956529,-0.9775083327811629,46.54332502190169,332.7505014353922,-0.5806649148517726,19.6709633,0.000912720046,19.4319229,0.000895018748,19.2963924,0.00065645104,41566921123985326
b'222050.80+001959.1',335.211698,0.333103,4.716,23.962,0.372,21.722,0.075,20.119,0.035,9.646668496586058,-0.637837612108278,47.109201429595345,335.2116875531195,0.3331046664689621,24.0937176,0.017601667,21.7355556,0.00414928608,20.5802917,0.00142049638,42639344393019967
b'225252.70+010829.5',343.219624,1.141548,2.5362,19.857,0.019,19.979,0.022,19.878,0.029,8.351133981807475,0.06177242161313501,46.51327694853818,343.2196114546372,1.141550946442658,19.8245583,0.000917639758,19.8381729,0.000898278842,19.8848629,0.00104870484,42666437046726159
b'231518.63+003616.8',348.827664,0.604679,0.912,20.025,0.029,19.652,0.028,19.593,0.031,8.602536552988523,-1.1250337512182895,45.5778733468878,348.8276624064457,0.6047034732671562,20.0826626,0.00108683866,19.7337246,0.000973472139,19.6737633,0.000922167674,42678656228681973
b'231612.87+003558.4',349.053655,0.59958,2.2322,20.459,0.038,20.254,0.033,20.146,0.046,9.395596947580003,-1.2478505831310827,46.248116909566484,349.0536616462098,0.5995695905877595,20.5339794,0.0012440799,20.3857689,0.00137103989,20.2911072,0.00118746865,42684016347868235
b'235636.36-000130.2',359.151513,-0.025082,1.3073,20.072,0.025,19.573,0.026,19.513,0.025,9.17128818853158,-1.24467258923233,46.02698614441681,359.1515228018239,-0.0250601670519997,19.9080582,0.00115467387,19.4884605,0.000809289282,19.4856663,0.000761913077,41640876165849735
b'000057.58+010658.6',0.239921,1.116287,2.5551,20.156,0.033,20.03,0.027,20.013,0.039,9.28271834827485,-0.7561074542638764,46.626981439128535,0.2399333642047706,1.1162818948234656,20.0441761,0.00106755376,19.872818,0.000939990394,19.8249016,0.000865410722,41645540500336517
b'000735.99-010056.5',1.899968,-1.015721,1.281,20.364,0.032,19.906,0.024,19.774,0.029,8.680326256068547,-0.9421686164637038,45.838528184722406,1.8999765167208755,-1.0157100732175572,20.4181385,0.00222775666,20.0079575,0.00146216783,19.9169884,0.00121142063,40581062920783046
b'001022.13-002216.8',2.592215,-0.371336,0.8584,19.864,0.026,19.689,0.022,19.632,0.029,7.763763274886517,-0.24510344121343763,45.61903037879064,2.5922318656063035,-0.3713321825651883,19.9213295,0.00121572183,19.7963219,0.00101163937,19.6861935,0.00108395843,40586023608015263
b'001116.43+002626.4',2.818495,0.440675,1.4099,19.841,0.034,19.623,0.022,19.613,0.025,8.825469089414415,-0.8554050322102356,46.07043460232175,2.818488460478826,0.4406872606206934,19.9493523,0.00157274981,19.6317387,0.00101079873,19.6820641,0.000998205156,41654594291398978
b'001456.51-000108.0',3.735489,-0.018897,2.6399,20.116,0.026,19.99,0.026,20.107,0.032,9.472762653590003,-0.9739739687337092,46.59915922997386,3.7354983054676287,-0.0188849007529082,20.5327301,0.00406822655,20.3698082,0.00234379689,20.4899216,0.003897544,40590705122364408
b'012635.05+002237.3',21.646082,0.37705,1.9349,19.579,0.018,19.543,0.018,19.34,0.025,8.992792350688186,-0.5284018612371426,46.564761034568605,21.646092419965623,0.3770475008493812,19.5305882,0.000873399375,19.5611591,0.000907840848,19.7403183,0.0021741013,41712043773945724
b'013002.38+011504.4',22.509936,1.25124,1.6504,20.7,0.032,20.63,0.038,20.102,0.047,9.009960371574326,-0.9550418507714866,46.1552890659204,22.50993515393314,1.251248271582417,20.2574005,0.00202761008,20.1798935,0.00142136461,19.9328842,0.00283539435,41711378054008664
b'085637.86+011901.9',134.157773,1.317211,0.7921,19.936,0.026,19.952,0.024,20.067,0.036,8.327365405690346,-0.9971104844647769,45.43062546634313,134.15777750008482,1.317188774763823,19.7366543,0.000851936114,19.7773628,0.00104098604,19.9087868,0.00107482169,42046454222578511
b'091545.15+023027.2',138.938145,2.507566,1.6221,20.272,0.024,20.346,0.03,20.178,0.044,8.788800569092453,-1.3282363825305978,45.56093473167942,138.93813942254465,2.5075647437012805,21.4364777,0.00263031526,21.2039127,0.00372094382,20.8963451,0.00170007162,43123004955198981
b'092234.71+003853.3',140.644639,0.648157,0.9215,20.159,0.025,19.928,0.025,19.957,0.038,9.46425633288754,-1.691527824498813,45.873099053506294,140.64464923326523,0.6481812791383869,20.019886,0.00104342424,19.9499512,0.00128478196,20.0582771,0.000891614647,42063616911898875
b'092618.76-005101.7',141.578184,-0.850493,2.2485,20.175,0.03,20.228,0.029,20.151,0.038,8.746288056127637,-0.5047881478736187,46.341870453371584,141.5781799546697,-0.8505078511903875,20.5947418,0.00152564782,20.6411285,0.00213920372,20.5847416,0.0019642578,40999564534095248
b'093203.21+002608.0',143.013396,0.435575,1.0131,20.341,0.025,20.172,0.024,20.229,0.037,8.307934789979285,-0.6851288587432336,45.723176476353615,143.013405321782,0.4355902352364355,20.3240623,0.00145213306,20.0730381,0.00170944957,20.2897949,0.00103440462,42072821026813771
b'095858.68+020138.9',149.744505,2.027493,2.4557,18.947,0.019,18.848,0.017,18.861,0.026,9.391215108601234,-0.4645787290169423,47.02700692470185,149.74451506401164,2.02751527453337,19.3797131,0.00086045498,19.3561649,0.000862016226,19.3229179,0.000651151349,43159005371065403
b'101610.55-011016.4',154.04397,-1.171242,1.5887,19.389,0.021,19.245,0.017,19.002,0.021,8.809004145878466,-0.614553466684022,46.29482122431201,154.04398516475038,-1.171243409127228,19.4520683,0.00100496283,19.3512993,0.000776587229,19.1781063,0.000614089193,41034332294370570
b'101850.62+004859.8',154.710943,0.816628,1.7429,20.748,0.03,20.332,0.03,19.74,0.027,8.815684404591902,-0.7396484811610193,46.17640646854844,154.71093055011823,0.8166228357115022,20.9154625,0.00476361997,20.4878788,0.00143921701,20.1008835,0.00181415072,42102653869642430
b'115412.76+010133.4',178.553196,1.025968,0.4893,18.951,0.014,18.916,0.019,18.73,0.019,7.777129528465463,-0.30214652538245446,45.575353548200574,178.55319487053603,1.0259671672587245,18.7444096,0.000464846031,18.7022514,0.000455726433,18.6713028,0.000448143255,42178391322945860
b'121920.26+010736.1',184.834449,1.126715,2.8005,20.163,0.031,19.859,0.023,19.468,0.022,0.0,-999.0,46.722397392589535,184.83444428233992,1.12673420095111,20.1741009,0.00135033159,19.7777061,0.0010258283,19.3190269,0.000621900253,42195708631088297
b'123713.18-000938.3',189.304932,-0.160641,0.9407,20.012,0.027,19.572,0.025,19.439,0.023,8.371876965144981,-0.6940331678882714,45.77821434237428,189.30495467249588,-0.1606386890493495,20.4982491,0.00182268315,20.2071419,0.00163294899,20.1369591,0.00117492396,41140181763388093
b'134818.25-002441.9',207.076077,-0.411647,0.7379,18.733,0.02,18.647,0.02,18.538,0.02,8.163514560768265,-0.3004162852702663,45.96346882061556,207.07608837101685,-0.411660442806932,19.1357269,0.000710960943,19.0425148,0.000783032679,18.9327393,0.000530188379,41192954026549434
b'144036.65+014240.8',220.152718,1.711342,1.061,20.281,0.027,19.902,0.025,19.99,0.036,8.47088495620294,-0.909023870666168,45.66223163065433,220.15271855405567,1.7113526760355715,19.4973774,0.000871950702,19.3029461,0.00140986347,19.328392,0.000554005266,43365292650293207
b'223525.16-002529.7',338.854868,-0.424925,1.6538,19.78,0.018,19.795,0.02,19.539,0.021,8.639918437391119,-0.4855736852205581,46.25471529728812,338.8548653038765,-0.4249121387455323,19.8707047,0.00105407159,19.6880131,0.000782524992,19.4992485,0.000873667945,41584380166042982
b'232106.24-002725.3',350.276005,-0.457035,1.7687,20.058,0.025,19.903,0.024,19.714,0.025,8.794453357985994,-0.6291556300165766,46.26566827308698,350.27600587143087,-0.457021922612826,20.0240536,0.00101981044,19.7880402,0.000963377883,19.6907043,0.00116734626,41614479296845986
b'233520.21-001834.1',353.834214,-0.309481,1.9176,19.915,0.025,19.831,0.026,19.594,0.03,8.808140607370053,-0.5548605986180561,46.35365055386956,353.8342040288625,-0.3094789082885466,19.7479401,0.00134833308,19.689024,0.00124376873,19.5305767,0.000752139196,41628223192203496
b'235002.78-005332.9',357.511591,-0.892492,2.4346,19.152,0.026,19.013,0.027,19.027,0.024,9.422676184829513,-0.640002518384911,46.883044211562165,357.5115895175992,-0.8924813625412562,19.3982944,0.00140043697,19.2803097,0.000936364639,19.2355824,0.000901373161,41636456644504322
b'235251.16-001950.4',358.213193,-0.330686,2.1376,20.193,0.027,19.78,0.024,19.589,0.026,9.251706180078159,-1.1408040090587122,46.21127271613701,358.21320017549453,-0.3306870572767066,19.8467255,0.00132976484,19.5954571,0.001353723,19.2897911,0.000679570599,41641554770685212
b'235402.88+001932.1',358.512031,0.325592,0.7692,19.134,0.036,19.068,0.02,19.064,0.022,7.912932668200129,-0.126718192217389,45.8865850211003,358.51203459093773,0.3255856552548867,19.4630108,0.000857229577,19.2647152,0.000819685636,19.3720417,0.000653507363,42709988015106211
b'235809.66+011003.7',359.540267,1.167695,2.1434,19.351,0.02,19.124,0.023,18.996,0.025,8.981075649486673,-0.25154674410084255,46.8298994505034,359.5402383927772,1.1677079233313183,19.2384071,0.000748289516,19.1009846,0.000646645261,18.9796295,0.000638282218,41645952817199201
b'001223.31-010922.7',3.097158,-1.156308,1.4305,19.602,0.035,19.47,0.025,19.395,0.028,8.824282439864337,-0.7302557790760957,46.1943972059058,3.09717382310456,-1.1562880672673483,19.6918526,0.00291861221,19.5130005,0.00189574109,19.4492035,0.00207325933,40585594111273741
b'011419.86+000100.3',18.58276,0.016777,1.6884,20.085,0.022,20.004,0.031,19.714,0.027,8.524998288115501,-0.7005663401101643,45.9248024931229,18.58276900708868,0.0167918101701204,19.8768387,0.000887894537,19.764904,0.000849680393,19.4270363,0.00132748135,41703376529940341
b'011957.21-010648.0',19.988382,-1.11336,1.1587,20.214,0.034,19.936,0.024,19.885,0.029,8.470014619080917,-0.8630312982849588,45.70735386591352,19.98838384425073,-1.113340528608045,20.0483742,0.00144011283,19.7928162,0.00165301969,19.7550831,0.00291019469,40633560306043497
b'012052.64+004315.6',20.219353,0.721003,2.3051,19.503,0.02,19.406,0.027,19.33,0.024,9.018430866414413,-0.37577765851658285,46.74302375301539,20.219327235779385,0.7210086125715808,19.7223206,0.000787004188,19.6332588,0.000785347831,19.4307041,0.00184980792,41707654317369270
b'015836.84-001845.6',29.653502,-0.312682,1.5527,20.441,0.024,20.16,0.026,19.913,0.026,9.48990299083831,-1.5421252238513716,46.0481483121045,29.65350764489516,-0.3126636001364968,20.9129181,0.00155187084,20.4993477,0.00163223816,20.099781,0.010977569,40664913567307418
b'090901.23+001505.2',137.255145,0.251455,0.581,19.989,0.024,19.967,0.023,19.757,0.027,8.31953464666764,-1.138132469769019,45.281772722016186,137.25515135946785,0.2514496291748556,19.7509518,0.000924882013,19.6866741,0.0008519002,19.5877304,0.000760382565,42055087106849875
b'091655.85+033914.6',139.232741,3.654075,1.816,19.504,0.021,19.438,0.018,19.101,0.019,8.89380202382394,-0.4480676178144023,46.5461049511271,139.23275349273257,3.654064258501602,19.4867229,0.000695804367,19.5055542,0.000834227423,19.2140656,0.00065326842,44192550596137499
b'092035.80+002330.6',140.149178,0.391852,2.491,18.517,0.016,18.493,0.016,18.47,0.016,9.948494749074268,-0.8944770211005775,47.15438827309125,140.1491731404128,0.3918505549382279,18.6027889,0.000460570212,18.5745754,0.000494472275,18.5192165,0.000351843453,42063887494835060
b'092256.42+042733.3',140.735096,4.459255,0.2638,19.114,0.018,18.717,0.015,18.368,0.017,8.326509218620572,-1.2669837795941703,45.159895984143965,140.73508492287155,4.459263690304158,19.4273949,0.00114540209,18.8733082,0.0010065618,18.8375435,0.000577767787,44196965822521773
b'092807.43+020920.7',142.030973,2.155777,2.1162,19.415,0.017,19.337,0.024,19.169,0.029,8.536129683539166,0.040341644872228244,46.67684187352896,142.03096711147128,2.1557865293963854,19.4948502,0.00144363183,19.5406723,0.0024324602,19.2882957,0.00176539237,43131659314279515
b'094610.14+013924.5',146.542251,1.656815,0.8602,19.537,0.019,19.271,0.016,19.223,0.026,9.25076110748148,-1.4274856938985323,45.92364595870051,146.54226521307544,1.6568355818791571,19.4964352,0.00158192939,19.2431183,0.00148562971,19.3821754,0.000886948197,43150338127053531
b'100412.87+040044.4',151.053632,4.012356,1.8751,20.322,0.025,20.15,0.026,19.862,0.024,7.976908324588132,0.1021345896957584,46.17941345940145,151.05364855067964,4.012360423197783,19.912735,0.00225454732,19.8275928,0.00190124696,19.6241684,0.00113529852,44227880997108777
b'101429.38+005236.0',153.622424,0.876677,1.8658,19.583,0.02,19.509,0.02,19.275,0.025,9.032895458448,-0.6664201118376738,46.466845891727885,153.622408728435,0.8766798509572635,19.6480064,0.00111423794,19.4994106,0.000835684477,19.3058777,0.000850282318,42103345359379750
b'114620.13+004059.1',176.583903,0.683103,1.262,19.176,0.016,18.865,0.016,18.986,0.018,9.018506836269157,-0.8944360594169254,46.2244413219698,176.58390304750813,0.6830970338107984,19.5506973,0.00092036667,19.1328011,0.000969540852,19.3633614,0.000741833937,42168762006265133
b'115014.65-021659.1',177.561077,-2.283103,1.0997,18.765,0.018,18.599,0.018,18.572,0.018,8.89965901441944,-0.759757890241481,46.240271669295524,177.56109217246592,-2.283106052323391,19.0504532,0.00153988763,18.9784355,0.00169154932,18.8653679,0.000836752006,40035572009423568
b'140828.91+012722.6',212.120472,1.456296,1.6363,18.969,0.027,18.982,0.017,18.779,0.021,9.109135960287405,-0.6593117634789465,46.55019474192602,212.12047945635376,1.4562878438722584,19.670866,0.00123520428,19.6133766,0.00127992267,19.3755302,0.000770448998,42274469741354947
b'141219.96-013408.4',213.083176,-1.569013,0.9844,18.624,0.02,18.439,0.016,18.4,0.019,9.598763985572061,-1.2800279309007507,46.419106599788876,213.08318731151783,-1.5690068567239026,19.9594364,0.00108103268,19.5835686,0.000881985761,19.6292763,0.000873968471,40141279744514613
b'141647.59-012657.4',214.198321,-1.449283,0.3759,19.995,0.044,19.279,0.023,19.055,0.02,9.356393619557107,-2.244222809019,45.21254135565567,214.19830447894265,-1.4492786192349976,18.8954239,0.000817490392,18.7424164,0.000849439064,18.546505,0.000468707294,41215055928256203
b'224038.37-005936.5',340.159907,-0.993476,2.1747,20.125,0.03,19.934,0.025,19.916,0.029,9.065123360319923,-0.7170724433717552,46.44842146206573,340.1599019225837,-0.993462933418276,19.8943634,0.00137067901,19.7557411,0.00112299633,19.7033653,0.00128708803,41588902766601360
b'225513.29-002542.3',343.805395,-0.428418,1.8967,20.455,0.028,20.292,0.026,19.959,0.026,9.047267840668086,-1.0288213279151606,46.11881705787049,343.80539245127244,-0.4284254197529297,19.9460983,0.000969448185,19.9577255,0.000983606675,19.7253761,0.00081349042,41597161988707932
b'231241.77+002450.3',348.174065,0.413983,1.8995,19.28,0.022,19.017,0.024,18.637,0.018,9.046935326221865,-0.5066213734888123,46.640684497850614,348.1740609612058,0.4139950981351656,18.9323463,0.00057858217,18.7421188,0.000578340492,18.4697342,0.000390555157,42679201689530157
b'232556.79-002724.5',351.486657,-0.456828,1.9039,20.629,0.044,20.134,0.026,19.746,0.026,8.26875674491468,-0.6144354399015839,45.75469185013066,351.4866520699806,-0.4568131757407437,20.8718071,0.00173905061,20.2891426,0.00130462088,19.9316921,0.000991687761,41619014782313847
b'232757.95-002058.8',351.991462,-0.349682,1.0688,19.556,0.029,19.343,0.021,19.377,0.027,8.827501916056907,-1.1377213098856558,45.79015115128882,351.9914786343488,-0.3496862800511708,19.3255768,0.00090643455,19.1181679,0.000871994183,19.3527336,0.000845448405,41624100023599870
b'234131.38-005039.8',355.380778,-0.844412,1.0248,19.941,0.028,19.607,0.025,19.718,0.028,8.791825179230681,-1.384347246205131,45.50784847814311,355.38078190909846,-0.8444135023768318,20.0752563,0.00196003215,19.7254581,0.00129224616,19.7869301,0.00111138797,41632608353808727
b'235708.87+000702.2',359.286977,0.117301,0.5784,18.911,0.023,18.968,0.024,18.805,0.022,8.360717717727596,-0.8693663909394473,45.59172187190571,359.2869917652811,0.1173138993115315,19.0140781,0.000660199148,19.0301628,0.000625885208,19.0172729,0.000516613596,41646206220261706
b'001105.57+002653.5',2.773221,0.448203,0.4546,20.534,0.037,20.18,0.03,19.722,0.029,8.174755017610044,-1.1288847505432145,45.146240812184395,2.7732042089087034,0.4482157328452761,19.567543,0.00109542499,19.5045357,0.000849082775,19.25877,0.000893094169,41654594291399476
b'012415.53-003318.5',21.064743,-0.555146,2.2539,19.102,0.018,18.943,0.016,18.889,0.024,9.289446582599108,-0.6521787614499388,46.73763836626674,21.064738935281422,-0.5551315016825427,18.8969269,0.000694798946,18.7690754,0.000675444899,18.7212563,0.00124468864,40638246115366955
b'012610.29-003949.2',21.54288,-0.663692,1.5354,20.799,0.034,20.663,0.036,20.286,0.035,9.186602506086313,-1.3599966293989993,45.92697642180487,21.542867335482484,-0.6636917356981671,20.4759808,0.00169293594,20.3423576,0.00178703538,19.9872456,0.00249305996,40643464500633101
b'091255.97-004009.7',138.233216,-0.66938,0.8287,18.961,0.017,18.867,0.018,19.012,0.021,8.894318338530868,-1.0373082264747495,45.95738065717368,138.23321787818367,-0.6693772061292148,19.4202557,0.000760769122,19.3138008,0.000930657377,19.4269371,0.000588974159,40985687494785153
b'091644.85-002955.7',139.186916,-0.498812,1.4604,19.859,0.022,19.724,0.024,19.625,0.025,8.994307020001504,-1.0870531139567348,46.00762445116233,139.18692083844783,-0.4988239487950768,20.3166962,0.00136669667,20.0943947,0.00161716586,19.9868965,0.000848150579,40990364714167338
b'095226.43+022413.4',148.110141,2.403725,1.7563,19.248,0.023,19.234,0.017,18.928,0.023,9.047354587498045,-0.5442763331090319,46.60344879950658,148.11014972038967,2.4037237115574746,19.5350208,0.00158625341,19.3728924,0.00114460883,19.0967903,0.00104656047,43154615914486109
b'122700.59-013313.6',186.752459,-1.553778,1.053,18.506,0.019,18.254,0.012,18.331,0.014,9.31329387735218,-0.8497310532955495,46.563933369174194,186.75247377431256,-1.5537695368048214,18.9361477,0.000668912078,18.5314102,0.000592232682,18.7360306,0.000481683295,40067337587542849
b'145306.11+005620.6',223.275492,0.939061,0.7149,19.953,0.02,19.93,0.023,19.811,0.025,8.399021119386186,-1.168034388886575,45.33135727561717,223.27551180699527,0.9390702275015872,19.9033165,0.00102829584,19.7851028,0.00106108317,19.7534523,0.000754130888,42310053545404730
b'224801.66-000004.7',342.006957,-0.001331,0.6414,19.816,0.02,19.733,0.019,19.538,0.025,8.572946597720577,-1.1446719215265446,45.5286452213116,342.0069656785825,-0.0013343943491128,19.6130333,0.000894025492,19.6109753,0.0010018358,19.4547386,0.000635256467,41593047410044627
b'232108.66+011155.5',350.286118,1.198762,1.1386,20.26,0.029,19.952,0.021,19.948,0.032,8.3943741649908,-0.6890548581071982,45.805689852001166,350.2861439310812,1.1987680135306449,20.7111855,0.00174799119,20.3712406,0.00158961001,20.3472576,0.00125685788,42683067160104511
b'232823.18+005336.4',352.096611,0.893451,1.7928,21.05,0.049,21.012,0.063,20.427,0.062,9.175467998890534,-1.4626795037596594,45.813159040248436,352.09662088719534,0.8934578401817117,21.6129036,0.00360423792,21.576046,0.00316836871,21.0542316,0.00206182408,42692821030800977
b'232840.47-002128.6',352.168627,-0.357971,1.3549,20.541,0.041,19.878,0.027,19.999,0.039,9.319992623829307,-1.397730822001293,46.02263234694558,352.1686420140197,-0.3579461896103838,19.894043,0.000978762168,19.4496918,0.000738934265,19.6224308,0.00105724717,41623962584645473
b'233928.27+005906.4',354.867793,0.985125,4.1182,22.67,0.167,20.89,0.056,20.667,0.074,9.66149438208559,-1.3881878839596666,46.37367704324349,354.8678134633469,0.9851339195143471,22.4384956,0.00654537044,20.8957672,0.00185498828,20.5652847,0.00193764013,42701754562802441
b'234830.98+011037.6',357.1291,1.177128,1.7064,20.935,0.035,20.775,0.037,20.238,0.04,8.233787508889213,-0.8465472281556075,45.48761082585117,357.1290889538444,1.1771349457359364,20.5174179,0.0013958218,20.5282784,0.00141892582,20.2840328,0.00125491002,42705607148470382
b'092811.87+000525.8',142.049481,0.090513,1.9178,19.135,0.018,19.176,0.016,18.976,0.017,9.145025714910242,-0.5090684683576328,46.73632779167017,142.04948398838104,0.0905096896751765,19.1433067,0.000811927661,19.0952034,0.000837139087,18.8544426,0.00049702567,42068002073508693
b'100106.38+030309.8',150.2766,3.052732,0.6088,18.974,0.023,19.102,0.016,18.953,0.023,8.778141678526461,-1.2090274082282093,45.669484815415814,150.2765925420868,3.052747597086205,18.9242516,0.00100398262,18.950695,0.000944230822,18.9414787,0.0004973131,44222907424998712
b'100129.19+011715.8',150.371626,1.287742,1.6075,19.218,0.027,18.995,0.019,18.668,0.023,8.794329414023956,-0.42550428210220304,46.469195677039316,150.37163830535377,1.2877409262693231,18.8191624,0.000640221988,18.6497459,0.00051799143,18.425005,0.000431469874,42094832734199487
b'113710.28+011619.6',174.292848,1.272115,1.5082,19.135,0.032,18.947,0.019,18.73,0.018,8.874819660463238,-0.4241332655794139,46.55105694000139,174.29286097644507,1.2721037510608282,19.1574326,0.000771945459,19.0174789,0.000824312971,18.7960358,0.00114822609,42165064039426864
b'123808.38+005246.3',189.534939,0.879545,0.8033,19.373,0.024,19.116,0.02,19.043,0.019,8.301110383197344,-0.45131402558767064,45.95016690272724,189.5349699539916,0.8795485689379032,19.3392067,0.000770396611,19.1943531,0.000708144449,19.0791397,0.000851070799,42208761036692759
b'124718.94+001206.2',191.828946,0.201727,0.808,19.494,0.019,19.363,0.019,19.535,0.021,9.120823558040563,-1.53348360730768,45.687710495850446,191.82895597298176,0.2017218285478306,19.5057983,0.000839398359,19.5274334,0.000927575107,19.6756058,0.00142442295,42212454708567932
b'125449.31+002513.7',193.705464,0.420476,1.1503,19.409,0.019,19.087,0.016,19.033,0.022,8.702586681073011,-0.6672760423565975,46.13568118383398,193.7054779311413,0.4204773392407728,20.0669403,0.00110182865,19.7084045,0.000833391619,19.6985664,0.00217125099,42222079730279499
b'134450.16-015843.0',206.209003,-1.978626,0.9582,19.345,0.021,19.102,0.02,19.064,0.022,8.292771638615964,-0.3696759866612709,46.02346619707225,206.20900286753192,-1.9786304216829167,19.2639046,0.00102142268,18.9378777,0.000701213779,18.9746342,0.000964583945,40124361868333134
